Region ,Year,Month,Index,Change from Corresponding Quarter of Previous Year (%),Change from Previous Period (%) 
Adelaide,1965,Sep,8.3,2.5,1.2
Adelaide,1965,Dec,8.4,2.4,1.2
Adelaide,1966,Mar,8.4,2.4,0.0
Adelaide,1966,Jun,8.6,4.9,2.4
Adelaide,1966,Sep,8.6,3.6,0.0
Adelaide,1966,Dec,8.7,3.6,1.2
Adelaide,1967,Mar,8.7,3.6,0.0
Adelaide,1967,Jun,8.8,2.3,1.1
Adelaide,1967,Sep,8.9,3.5,1.1
Adelaide,1967,Dec,8.9,2.3,0.0
Adelaide,1968,Mar,8.9,2.3,0.0
Adelaide,1968,Jun,9.0,2.3,1.1
Adelaide,1968,Sep,9.0,1.1,0.0
Adelaide,1968,Dec,9.1,2.2,1.1
Adelaide,1969,Mar,9.2,3.4,1.1
Adelaide,1969,Jun,9.2,2.2,0.0
Adelaide,1969,Sep,9.3,3.3,1.1
Adelaide,1969,Dec,9.3,2.2,0.0
Adelaide,1970,Mar,9.4,2.2,1.1
Adelaide,1970,Jun,9.5,3.3,1.1
Adelaide,1970,Sep,9.5,2.2,0.0
Adelaide,1970,Dec,9.7,4.3,2.1
Adelaide,1971,Mar,9.8,4.3,1.0
Adelaide,1971,Jun,10.0,5.3,2.0
Adelaide,1971,Sep,10.1,6.3,1.0
Adelaide,1971,Dec,10.3,6.2,2.0
Adelaide,1972,Mar,10.4,6.1,1.0
Adelaide,1972,Jun,10.5,5.0,1.0
Adelaide,1972,Sep,10.7,5.9,1.9
Adelaide,1972,Dec,10.8,4.9,0.9
Adelaide,1973,Mar,11.0,5.8,1.9
Adelaide,1973,Jun,11.4,8.6,3.6
Adelaide,1973,Sep,11.8,10.3,3.5
Adelaide,1973,Dec,12.3,13.9,4.2
Adelaide,1974,Mar,12.6,14.5,2.4
Adelaide,1974,Jun,13.2,15.8,4.8
Adelaide,1974,Sep,13.8,16.9,4.5
Adelaide,1974,Dec,14.4,17.1,4.3
Adelaide,1975,Mar,15.1,19.8,4.9
Adelaide,1975,Jun,15.6,18.2,3.3
Adelaide,1975,Sep,15.5,12.3,-0.6
Adelaide,1975,Dec,16.3,13.2,5.2
Adelaide,1976,Mar,16.9,11.9,3.7
Adelaide,1976,Jun,17.4,11.5,3.0
Adelaide,1976,Sep,17.9,15.5,2.9
Adelaide,1976,Dec,19.1,17.2,6.7
Adelaide,1977,Mar,19.5,15.4,2.1
Adelaide,1977,Jun,19.9,14.4,2.1
Adelaide,1977,Sep,20.4,14.0,2.5
Adelaide,1977,Dec,20.9,9.4,2.5
Adelaide,1978,Mar,21.1,8.2,1.0
Adelaide,1978,Jun,21.5,8.0,1.9
Adelaide,1978,Sep,22.0,7.8,2.3
Adelaide,1978,Dec,22.3,6.7,1.4
Adelaide,1979,Mar,22.7,7.6,1.8
Adelaide,1979,Jun,23.3,8.4,2.6
Adelaide,1979,Sep,23.7,7.7,1.7
Adelaide,1979,Dec,24.6,10.3,3.8
Adelaide,1980,Mar,25.1,10.6,2.0
Adelaide,1980,Jun,25.8,10.7,2.8
Adelaide,1980,Sep,26.1,10.1,1.2
Adelaide,1980,Dec,26.7,8.5,2.3
Adelaide,1981,Mar,27.4,9.2,2.6
Adelaide,1981,Jun,28.1,8.9,2.6
Adelaide,1981,Sep,28.7,10.0,2.1
Adelaide,1981,Dec,29.8,11.6,3.8
Adelaide,1982,Mar,30.2,10.2,1.3
Adelaide,1982,Jun,31.0,10.3,2.6
Adelaide,1982,Sep,32.1,11.8,3.5
Adelaide,1982,Dec,33.0,10.7,2.8
Adelaide,1983,Mar,33.9,12.3,2.7
Adelaide,1983,Jun,34.8,12.3,2.7
Adelaide,1983,Sep,35.3,10.0,1.4
Adelaide,1983,Dec,36.0,9.1,2.0
Adelaide,1984,Mar,36.0,6.2,0.0
Adelaide,1984,Jun,36.1,3.7,0.3
Adelaide,1984,Sep,36.4,3.1,0.8
Adelaide,1984,Dec,37.2,3.3,2.2
Adelaide,1985,Mar,37.7,4.7,1.3
Adelaide,1985,Jun,38.7,7.2,2.7
Adelaide,1985,Sep,39.5,8.5,2.1
Adelaide,1985,Dec,40.4,8.6,2.3
Adelaide,1986,Mar,41.0,8.8,1.5
Adelaide,1986,Jun,41.8,8.0,2.0
Adelaide,1986,Sep,43.0,8.9,2.9
Adelaide,1986,Dec,44.1,9.2,2.6
Adelaide,1987,Mar,44.9,9.5,1.8
Adelaide,1987,Jun,45.6,9.1,1.6
Adelaide,1987,Sep,46.1,7.2,1.1
Adelaide,1987,Dec,47.1,6.8,2.2
Adelaide,1988,Mar,47.7,6.2,1.3
Adelaide,1988,Jun,48.5,6.4,1.7
Adelaide,1988,Sep,49.5,7.4,2.1
Adelaide,1988,Dec,50.3,6.8,1.6
Adelaide,1989,Mar,51.3,7.5,2.0
Adelaide,1989,Jun,52.3,7.8,1.9
Adelaide,1989,Sep,53.2,7.5,1.7
Adelaide,1989,Dec,54.0,7.4,1.5
Adelaide,1990,Mar,54.8,6.8,1.5
Adelaide,1990,Jun,55.8,6.7,1.8
Adelaide,1990,Sep,56.5,6.2,1.3
Adelaide,1990,Dec,58.2,7.8,3.0
Adelaide,1991,Mar,58.1,6.0,-0.2
Adelaide,1991,Jun,58.4,4.7,0.5
Adelaide,1991,Sep,58.8,4.1,0.7
Adelaide,1991,Dec,59.3,1.9,0.9
Adelaide,1992,Mar,59.6,2.6,0.5
Adelaide,1992,Jun,59.6,2.1,0.0
Adelaide,1992,Sep,60.0,2.0,0.7
Adelaide,1992,Dec,60.3,1.7,0.5
Adelaide,1993,Mar,60.8,2.0,0.8
Adelaide,1993,Jun,61.2,2.7,0.7
Adelaide,1993,Sep,61.4,2.3,0.3
Adelaide,1993,Dec,61.4,1.8,0.0
Adelaide,1994,Mar,61.9,1.8,0.8
Adelaide,1994,Jun,62.3,1.8,0.6
Adelaide,1994,Sep,62.6,2.0,0.5
Adelaide,1994,Dec,63.2,2.9,1.0
Adelaide,1995,Mar,64.2,3.7,1.6
Adelaide,1995,Jun,64.7,3.9,0.8
Adelaide,1995,Sep,65.4,4.5,1.1
Adelaide,1995,Dec,66.0,4.4,0.9
Adelaide,1996,Mar,66.2,3.1,0.3
Adelaide,1996,Jun,66.5,2.8,0.5
Adelaide,1996,Sep,66.6,1.8,0.2
Adelaide,1996,Dec,66.8,1.2,0.3
Adelaide,1997,Mar,66.8,0.9,0.0
Adelaide,1997,Jun,66.4,-0.2,-0.6
Adelaide,1997,Sep,66.0,-0.9,-0.6
Adelaide,1997,Dec,66.0,-1.2,0.0
Adelaide,1998,Mar,66.3,-0.7,0.5
Adelaide,1998,Jun,66.7,0.5,0.6
Adelaide,1998,Sep,67.0,1.5,0.4
Adelaide,1998,Dec,67.3,2.0,0.4
Adelaide,1999,Mar,66.8,0.8,-0.7
Adelaide,1999,Jun,67.3,0.9,0.7
Adelaide,1999,Sep,68.1,1.6,1.2
Adelaide,1999,Dec,68.5,1.8,0.6
Adelaide,2000,Mar,69.1,3.4,0.9
Adelaide,2000,Jun,69.5,3.3,0.6
Adelaide,2000,Sep,72.1,5.9,3.7
Adelaide,2000,Dec,72.2,5.4,0.1
Adelaide,2001,Mar,73.0,5.6,1.1
Adelaide,2001,Jun,73.6,5.9,0.8
Adelaide,2001,Sep,73.7,2.2,0.1
Adelaide,2001,Dec,74.4,3.0,0.9
Adelaide,2002,Mar,75.0,2.7,0.8
Adelaide,2002,Jun,75.7,2.9,0.9
Adelaide,2002,Sep,76.4,3.7,0.9
Adelaide,2002,Dec,77.1,3.6,0.9
Adelaide,2003,Mar,78.7,4.9,2.1
Adelaide,2003,Jun,78.6,3.8,-0.1
Adelaide,2003,Sep,79.2,3.7,0.8
Adelaide,2003,Dec,79.6,3.2,0.5
Adelaide,2004,Mar,80.4,2.2,1.0
Adelaide,2004,Jun,80.9,2.9,0.6
Adelaide,2004,Sep,81.2,2.5,0.4
Adelaide,2004,Dec,81.7,2.6,0.6
Adelaide,2005,Mar,82.2,2.2,0.6
Adelaide,2005,Jun,82.7,2.2,0.6
Adelaide,2005,Sep,83.6,3.0,1.1
Adelaide,2005,Dec,83.9,2.7,0.4
Adelaide,2006,Mar,84.7,3.0,1.0
Adelaide,2006,Jun,85.8,3.7,1.3
Adelaide,2006,Sep,86.8,3.8,1.2
Adelaide,2006,Dec,86.5,3.1,-0.3
Adelaide,2007,Mar,86.3,1.9,-0.2
Adelaide,2007,Jun,87.3,1.7,1.2
Adelaide,2007,Sep,88.0,1.4,0.8
Adelaide,2007,Dec,88.9,2.8,1.0
Adelaide,2008,Mar,90.1,4.4,1.3
Adelaide,2008,Jun,91.3,4.6,1.3
Adelaide,2008,Sep,92.5,5.1,1.3
Adelaide,2008,Dec,92.2,3.7,-0.3
Adelaide,2009,Mar,92.2,2.3,0.0
Adelaide,2009,Jun,92.7,1.5,0.5
Adelaide,2009,Sep,93.7,1.3,1.1
Adelaide,2009,Dec,94.1,2.1,0.4
Adelaide,2010,Mar,94.6,2.6,0.5
Adelaide,2010,Jun,95.3,2.8,0.7
Adelaide,2010,Sep,96.2,2.7,0.9
Adelaide,2010,Dec,96.5,2.6,0.3
Adelaide,2011,Mar,98.1,3.7,1.7
Adelaide,2011,Jun,99.0,3.9,0.9
Adelaide,2011,Sep,100.0,4.0,1.0
Adelaide,2011,Dec,100.0,3.6,0.0
Adelaide,2012,Mar,99.9,1.8,-0.1
Adelaide,2012,Jun,100.2,1.2,0.3
Adelaide,2012,Sep,101.7,1.7,1.5
Adelaide,2012,Dec,102.1,2.1,0.4
Adelaide,2013,Mar,102.1,2.2,0.0
Adelaide,2013,Jun,102.3,2.1,0.2
Adelaide,2013,Sep,103.7,2.0,1.4
Adelaide,2013,Dec,104.4,2.3,0.7
Adelaide,2014,Mar,105.1,2.9,0.7
Adelaide,2014,Jun,105.5,3.1,0.4
Adelaide,2014,Sep,105.9,2.1,0.4
Adelaide,2014,Dec,106.2,1.7,0.3
Adelaide,2015,Mar,106.3,1.1,0.1
Adelaide,2015,Jun,106.8,1.2,0.5
Adelaide,2015,Sep,107.1,1.1,0.3
Adelaide,2015,Dec,107.3,1.0,0.2
Adelaide,2016,Mar,107.0,0.7,-0.3
Adelaide,2016,Jun,107.5,0.7,0.5
Adelaide,2016,Sep,108.4,1.2,0.8
Adelaide,2016,Dec,108.7,1.3,0.3
Adelaide,2017,Mar,109.1,2.0,0.4
Adelaide,2017,Jun,109.2,1.6,0.1
Adelaide,2017,Sep,110.4,1.8,1.1
Adelaide,2017,Dec,111.2,2.3,0.7
Adelaide,2018,Mar,111.6,2.3,0.4
Adelaide,2018,Jun,112.1,2.7,0.4
Adelaide,2018,Sep,112.4,1.8,0.3
Adelaide,2018,Dec,113.0,1.6,0.5
Adelaide,2019,Mar,113.1,1.3,0.1
Adelaide,2019,Jun,113.7,1.4,0.5
Adelaide,2019,Sep,114.5,1.9,0.7
Adelaide,2019,Dec,115.4,2.1,0.8
Adelaide,2020,Mar,115.8,2.4,0.3
Adelaide,2020,Jun,114.6,0.8,-1.0
Adelaide,2020,Sep,115.7,1.0,1.0
Adelaide,2020,Dec,116.5,1.0,0.7
Adelaide,2021,Mar,117.2,1.2,0.6
Adelaide,2021,Jun,117.8,2.8,0.5
Adelaide,2021,Sep,118.6,2.5,0.7
Adelaide,2021,Dec,120.4,3.3,1.5
Adelaide,2022,Mar,122.7,4.7,1.9
Adelaide,2022,Jun,125.3,6.4,2.1
Adelaide,2022,Sep,128.6,8.4,2.6
Adelaide,2022,Dec,130.8,8.6,1.7
Adelaide,2023,Mar,132.4,7.9,1.2
Adelaide,2023,Jun,133.9,6.9,1.1
Perth,1949,Sep,4.1,10.8,2.5
Perth,1949,Dec,4.2,10.5,2.4
Perth,1950,Mar,4.2,7.7,0.0
Perth,1950,Jun,4.4,10.0,4.8
Perth,1950,Sep,4.5,9.8,2.3
Perth,1950,Dec,4.6,9.5,2.2
Perth,1951,Mar,4.8,14.3,4.3
Perth,1951,Jun,5.1,15.9,6.3
Perth,1951,Sep,5.4,20.0,5.9
Perth,1951,Dec,5.7,23.9,5.6
Perth,1952,Mar,6.0,25.0,5.3
Perth,1952,Jun,6.2,21.6,3.3
Perth,1952,Sep,6.4,18.5,3.2
Perth,1952,Dec,6.4,12.3,0.0
Perth,1953,Mar,6.5,8.3,1.6
Perth,1953,Jun,6.5,4.8,0.0
Perth,1953,Sep,6.6,3.1,1.5
Perth,1953,Dec,6.6,3.1,0.0
Perth,1954,Mar,6.6,1.5,0.0
Perth,1954,Jun,6.7,3.1,1.5
Perth,1954,Sep,6.7,1.5,0.0
Perth,1954,Dec,6.7,1.5,0.0
Perth,1955,Mar,6.7,1.5,0.0
Perth,1955,Jun,6.8,1.5,1.5
Perth,1955,Sep,6.8,1.5,0.0
Perth,1955,Dec,6.9,3.0,1.5
Perth,1956,Mar,6.9,3.0,0.0
Perth,1956,Jun,7.1,4.4,2.9
Perth,1956,Sep,7.1,4.4,0.0
Perth,1956,Dec,7.2,4.3,1.4
Perth,1957,Mar,7.2,4.3,0.0
Perth,1957,Jun,7.3,2.8,1.4
Perth,1957,Sep,7.3,2.8,0.0
Perth,1957,Dec,7.2,0.0,-1.4
Perth,1958,Mar,7.2,0.0,0.0
Perth,1958,Jun,7.3,0.0,1.4
Perth,1958,Sep,7.3,0.0,0.0
Perth,1958,Dec,7.3,1.4,0.0
Perth,1959,Mar,7.4,2.8,1.4
Perth,1959,Jun,7.4,1.4,0.0
Perth,1959,Sep,7.4,1.4,0.0
Perth,1959,Dec,7.4,1.4,0.0
Perth,1960,Mar,7.5,1.4,1.4
Perth,1960,Jun,7.6,2.7,1.3
Perth,1960,Sep,7.7,4.1,1.3
Perth,1960,Dec,7.7,4.1,0.0
Perth,1961,Mar,7.8,4.0,1.3
Perth,1961,Jun,7.9,3.9,1.3
Perth,1961,Sep,7.8,1.3,-1.3
Perth,1961,Dec,7.7,0.0,-1.3
Perth,1962,Mar,7.8,0.0,1.3
Perth,1962,Jun,7.8,-1.3,0.0
Perth,1962,Sep,7.8,0.0,0.0
Perth,1962,Dec,7.8,1.3,0.0
Perth,1963,Mar,7.9,1.3,1.3
Perth,1963,Jun,7.9,1.3,0.0
Perth,1963,Sep,7.9,1.3,0.0
Perth,1963,Dec,7.9,1.3,0.0
Perth,1964,Mar,8.0,1.3,1.3
Perth,1964,Jun,8.0,1.3,0.0
Perth,1964,Sep,8.1,2.5,1.3
Perth,1964,Dec,8.1,2.5,0.0
Perth,1965,Mar,8.2,2.5,1.2
Perth,1965,Jun,8.3,3.8,1.2
Perth,1965,Sep,8.4,3.7,1.2
Perth,1965,Dec,8.4,3.7,0.0
Perth,1966,Mar,8.5,3.7,1.2
Perth,1966,Jun,8.7,4.8,2.4
Perth,1966,Sep,8.7,3.6,0.0
Perth,1966,Dec,8.8,4.8,1.1
Perth,1967,Mar,8.9,4.7,1.1
Perth,1967,Jun,9.0,3.4,1.1
Perth,1967,Sep,9.0,3.4,0.0
Perth,1967,Dec,9.1,3.4,1.1
Perth,1968,Mar,9.1,2.2,0.0
Perth,1968,Jun,9.2,2.2,1.1
Perth,1968,Sep,9.2,2.2,0.0
Perth,1968,Dec,9.2,1.1,0.0
Perth,1969,Mar,9.4,3.3,2.2
Perth,1969,Jun,9.5,3.3,1.1
Perth,1969,Sep,9.5,3.3,0.0
Perth,1969,Dec,9.6,4.3,1.1
Perth,1970,Mar,9.7,3.2,1.0
Perth,1970,Jun,9.9,4.2,2.1
Perth,1970,Sep,9.9,4.2,0.0
Perth,1970,Dec,10.0,4.2,1.0
Perth,1971,Mar,10.1,4.1,1.0
Perth,1971,Jun,10.3,4.0,2.0
Perth,1971,Sep,10.4,5.1,1.0
Perth,1971,Dec,10.6,6.0,1.9
Perth,1972,Mar,10.8,6.9,1.9
Perth,1972,Jun,10.9,5.8,0.9
Perth,1972,Sep,11.0,5.8,0.9
Perth,1972,Dec,11.1,4.7,0.9
Perth,1973,Mar,11.3,4.6,1.8
Perth,1973,Jun,11.6,6.4,2.7
Perth,1973,Sep,11.9,8.2,2.6
Perth,1973,Dec,12.3,10.8,3.4
Perth,1974,Mar,12.5,10.6,1.6
Perth,1974,Jun,13.0,12.1,4.0
Perth,1974,Sep,13.6,14.3,4.6
Perth,1974,Dec,14.4,17.1,5.9
Perth,1975,Mar,15.0,20.0,4.2
Perth,1975,Jun,15.6,20.0,4.0
Perth,1975,Sep,15.6,14.7,0.0
Perth,1975,Dec,16.5,14.6,5.8
Perth,1976,Mar,17.1,14.0,3.6
Perth,1976,Jun,17.7,13.5,3.5
Perth,1976,Sep,18.2,16.7,2.8
Perth,1976,Dec,19.3,17.0,6.0
Perth,1977,Mar,19.8,15.8,2.6
Perth,1977,Jun,20.2,14.1,2.0
Perth,1977,Sep,20.7,13.7,2.5
Perth,1977,Dec,21.5,11.4,3.9
Perth,1978,Mar,21.7,9.6,0.9
Perth,1978,Jun,22.1,9.4,1.8
Perth,1978,Sep,22.5,8.7,1.8
Perth,1978,Dec,23.0,7.0,2.2
Perth,1979,Mar,23.3,7.4,1.3
Perth,1979,Jun,24.0,8.6,3.0
Perth,1979,Sep,24.4,8.4,1.7
Perth,1979,Dec,25.2,9.6,3.3
Perth,1980,Mar,25.7,10.3,2.0
Perth,1980,Jun,26.3,9.6,2.3
Perth,1980,Sep,26.9,10.2,2.3
Perth,1980,Dec,27.3,8.3,1.5
Perth,1981,Mar,27.9,8.6,2.2
Perth,1981,Jun,28.5,8.4,2.2
Perth,1981,Sep,29.4,9.3,3.2
Perth,1981,Dec,30.7,12.5,4.4
Perth,1982,Mar,31.0,11.1,1.0
Perth,1982,Jun,31.6,10.9,1.9
Perth,1982,Sep,32.8,11.6,3.8
Perth,1982,Dec,33.7,9.8,2.7
Perth,1983,Mar,34.2,10.3,1.5
Perth,1983,Jun,34.8,10.1,1.8
Perth,1983,Sep,35.8,9.1,2.9
Perth,1983,Dec,36.5,8.3,2.0
Perth,1984,Mar,36.2,5.8,-0.8
Perth,1984,Jun,36.2,4.0,0.0
Perth,1984,Sep,36.8,2.8,1.7
Perth,1984,Dec,37.2,1.9,1.1
Perth,1985,Mar,37.8,4.4,1.6
Perth,1985,Jun,38.7,6.9,2.4
Perth,1985,Sep,39.4,7.1,1.8
Perth,1985,Dec,40.3,8.3,2.3
Perth,1986,Mar,41.0,8.5,1.7
Perth,1986,Jun,41.7,7.8,1.7
Perth,1986,Sep,43.1,9.4,3.4
Perth,1986,Dec,44.4,10.2,3.0
Perth,1987,Mar,45.2,10.2,1.8
Perth,1987,Jun,46.0,10.3,1.8
Perth,1987,Sep,46.7,8.4,1.5
Perth,1987,Dec,47.5,7.0,1.7
Perth,1988,Mar,48.2,6.6,1.5
Perth,1988,Jun,49.1,6.7,1.9
Perth,1988,Sep,50.1,7.3,2.0
Perth,1988,Dec,51.1,7.6,2.0
Perth,1989,Mar,51.6,7.1,1.0
Perth,1989,Jun,52.8,7.5,2.3
Perth,1989,Sep,54.0,7.8,2.3
Perth,1989,Dec,55.1,7.8,2.0
Perth,1990,Mar,56.4,9.3,2.4
Perth,1990,Jun,57.3,8.5,1.6
Perth,1990,Sep,57.8,7.0,0.9
Perth,1990,Dec,59.2,7.4,2.4
Perth,1991,Mar,58.6,3.9,-1.0
Perth,1991,Jun,58.6,2.3,0.0
Perth,1991,Sep,58.9,1.9,0.5
Perth,1991,Dec,59.1,-0.2,0.3
Perth,1992,Mar,59.1,0.9,0.0
Perth,1992,Jun,58.8,0.3,-0.5
Perth,1992,Sep,58.8,-0.2,0.0
Perth,1992,Dec,59.1,0.0,0.5
Perth,1993,Mar,59.3,0.3,0.3
Perth,1993,Jun,59.5,1.2,0.3
Perth,1993,Sep,60.1,2.2,1.0
Perth,1993,Dec,60.5,2.4,0.7
Perth,1994,Mar,60.5,2.0,0.0
Perth,1994,Jun,60.8,2.2,0.5
Perth,1994,Sep,61.3,2.0,0.8
Perth,1994,Dec,61.8,2.1,0.8
Perth,1995,Mar,63.0,4.1,1.9
Perth,1995,Jun,64.0,5.3,1.6
Perth,1995,Sep,64.4,5.1,0.6
Perth,1995,Dec,64.8,4.9,0.6
Perth,1996,Mar,65.2,3.5,0.6
Perth,1996,Jun,65.7,2.7,0.8
Perth,1996,Sep,65.9,2.3,0.3
Perth,1996,Dec,66.0,1.9,0.2
Perth,1997,Mar,65.9,1.1,-0.2
Perth,1997,Jun,65.8,0.2,-0.2
Perth,1997,Sep,65.5,-0.6,-0.5
Perth,1997,Dec,65.5,-0.8,0.0
Perth,1998,Mar,65.7,-0.3,0.3
Perth,1998,Jun,66.2,0.6,0.8
Perth,1998,Sep,66.7,1.8,0.8
Perth,1998,Dec,67.0,2.3,0.4
Perth,1999,Mar,66.7,1.5,-0.4
Perth,1999,Jun,67.3,1.7,0.9
Perth,1999,Sep,67.9,1.8,0.9
Perth,1999,Dec,68.3,1.9,0.6
Perth,2000,Mar,68.6,2.8,0.4
Perth,2000,Jun,69.1,2.7,0.7
Perth,2000,Sep,71.6,5.4,3.6
Perth,2000,Dec,71.8,5.1,0.3
Perth,2001,Mar,72.2,5.2,0.6
Perth,2001,Jun,73.2,5.9,1.4
Perth,2001,Sep,73.3,2.4,0.1
Perth,2001,Dec,73.9,2.9,0.8
Perth,2002,Mar,74.5,3.2,0.8
Perth,2002,Jun,75.0,2.5,0.7
Perth,2002,Sep,75.7,3.3,0.9
Perth,2002,Dec,76.0,2.8,0.4
Perth,2003,Mar,76.6,2.8,0.8
Perth,2003,Jun,76.5,2.0,-0.1
Perth,2003,Sep,77.2,2.0,0.9
Perth,2003,Dec,77.5,2.0,0.4
Perth,2004,Mar,77.8,1.6,0.4
Perth,2004,Jun,78.6,2.7,1.0
Perth,2004,Sep,79.1,2.5,0.6
Perth,2004,Dec,79.8,3.0,0.9
Perth,2005,Mar,80.4,3.3,0.8
Perth,2005,Jun,81.5,3.7,1.4
Perth,2005,Sep,82.4,4.2,1.1
Perth,2005,Dec,83.0,4.0,0.7
Perth,2006,Mar,83.8,4.2,1.0
Perth,2006,Jun,85.4,4.8,1.9
Perth,2006,Sep,86.3,4.7,1.1
Perth,2006,Dec,86.6,4.3,0.3
Perth,2007,Mar,86.8,3.6,0.2
Perth,2007,Jun,88.0,3.0,1.4
Perth,2007,Sep,88.6,2.7,0.7
Perth,2007,Dec,89.3,3.1,0.8
Perth,2008,Mar,90.5,4.3,1.3
Perth,2008,Jun,92.0,4.5,1.7
Perth,2008,Sep,92.9,4.9,1.0
Perth,2008,Dec,92.6,3.7,-0.3
Perth,2009,Mar,92.5,2.2,-0.1
Perth,2009,Jun,93.3,1.4,0.9
Perth,2009,Sep,94.0,1.2,0.8
Perth,2009,Dec,94.5,2.1,0.5
Perth,2010,Mar,95.6,3.4,1.2
Perth,2010,Jun,96.5,3.4,0.9
Perth,2010,Sep,96.9,3.1,0.4
Perth,2010,Dec,97.0,2.6,0.1
Perth,2011,Mar,98.1,2.6,1.1
Perth,2011,Jun,99.4,3.0,1.3
Perth,2011,Sep,99.6,2.8,0.2
Perth,2011,Dec,99.8,2.9,0.2
Perth,2012,Mar,100.0,1.9,0.2
Perth,2012,Jun,100.5,1.1,0.5
Perth,2012,Sep,101.6,2.0,1.1
Perth,2012,Dec,101.9,2.1,0.3
Perth,2013,Mar,102.4,2.4,0.5
Perth,2013,Jun,103.0,2.5,0.6
Perth,2013,Sep,104.2,2.6,1.2
Perth,2013,Dec,104.9,2.9,0.7
Perth,2014,Mar,105.6,3.1,0.7
Perth,2014,Jun,106.4,3.3,0.8
Perth,2014,Sep,106.9,2.6,0.5
Perth,2014,Dec,107.0,2.0,0.1
Perth,2015,Mar,107.1,1.4,0.1
Perth,2015,Jun,107.7,1.2,0.6
Perth,2015,Sep,108.1,1.1,0.4
